text,label,label_id,text_preprocessed,tokens,stems
ahok jadi nama spesies cicak baru : cnemaspis purnamai ahaha,negative,0,ahok jadi nama spesies cicak baru cnemaspis purnamai ahaha,"['ahok', 'jadi', 'nama', 'spesies', 'cicak', 'baru', 'cnemaspis', 'purnamai', 'ahaha']","['ahok', 'jadi', 'nama', 'spesies', 'cicak', 'baru', 'cnemaspis', 'purnama', 'ahaha']"
"gerindra , partai pki zaman sekarang . pendana mca atau saracen . pemecah nkri . jualan agama dan mayat walau ketum nya tidak bisa ngaji . muslim kah ?",negative,0,gerindra partai pki zaman sekarang pendana mca saracen pemecah nkri jualan agama mayat ketum nya ngaji muslim,"['gerindra', 'partai', 'pki', 'zaman', 'sekarang', 'pendana', 'mca', 'saracen', 'pemecah', 'nkri', 'jualan', 'agama', 'mayat', 'ketum', 'nya', 'ngaji', 'muslim']","['gerindra', 'partai', 'pki', 'zaman', 'sekarang', 'dana', 'mca', 'saracen', 'pecah', 'nkri', 'jual', 'agama', 'mayat', 'tum', 'nya', 'ngaji', 'muslim']"
"banyak sekali komet yang bilang kalau cebong itu goblok , dongkok , setuju gua .",negative,0,banyak sekali komet bilang kalau cebong goblok dongkok setuju gua,"['banyak', 'sekali', 'komet', 'bilang', 'kalau', 'cebong', 'goblok', 'dongkok', 'setuju', 'gua']","['banyak', 'sekali', 'komet', 'bilang', 'kalau', 'cebong', 'goblok', 'dongkok', 'tuju', 'gua']"
"harus pimpinan fpi insya allah tidak punya pemikiran seperti itu , sabotase jelas di luar konteks ajaran islam , islam itu rahmatan lil alamin .",positive,2,pimpinan fpi insya allah punya pemikiran sabotase jelas luar konteks ajaran islam islam rahmatan lil alamin,"['pimpinan', 'fpi', 'insya', 'allah', 'punya', 'pemikiran', 'sabotase', 'jelas', 'luar', 'konteks', 'ajaran', 'islam', 'islam', 'rahmatan', 'lil', 'alamin']","['pimpin', 'fpi', 'insya', 'allah', 'punya', 'pikir', 'sabotase', 'jelas', 'luar', 'konteks', 'ajar', 'islam', 'islam', 'rahmat', 'lil', 'alamin']"
"jarak tidak terlalu jauh makanan nya enak dan penyajian nya cepat penting banget kalau yang sudah lapor di jalan luas banget tempat nya , untuk sampai ke gubuk agak menanjak jadi lumayan kehabisan nafas , tapi cuaca dingin , suara musik angklung , suara air mengalir bikin capek nya hilang walaupun di luar tapi terorganosasi dengan baik dan bersih yang paling penting harga nya tidak begitu mahal .",positive,2,jarak terlalu jauh makanan nya enak penyajian nya cepat penting banget kalau lapor jalan luas banget tempat nya gubuk menanjak jadi lumayan kehabisan nafas cuaca dingin suara musik angklung suara air mengalir bikin capek nya hilang walaupun luar terorganosasi baik bersih paling penting harga nya mahal,"['jarak', 'terlalu', 'jauh', 'makanan', 'nya', 'enak', 'penyajian', 'nya', 'cepat', 'penting', 'banget', 'kalau', 'lapor', 'jalan', 'luas', 'banget', 'tempat', 'nya', 'gubuk', 'menanjak', 'jadi', 'lumayan', 'kehabisan', 'nafas', 'cuaca', 'dingin', 'suara', 'musik', 'angklung', 'suara', 'air', 'mengalir', 'bikin', 'capek', 'nya', 'hilang', 'walaupun', 'luar', 'terorganosasi', 'baik', 'bersih', 'paling', 'penting', 'harga', 'nya', 'mahal']","['jarak', 'terlalu', 'jauh', 'makan', 'nya', 'enak', 'saji', 'nya', 'cepat', 'penting', 'banget', 'kalau', 'lapor', 'jalan', 'luas', 'banget', 'tempat', 'nya', 'gubuk', 'tanjak', 'jadi', 'lumayan', 'habis', 'nafas', 'cuaca', 'dingin', 'suara', 'musik', 'angklung', 'suara', 'air', 'alir', 'bikin', 'capek', 'nya', 'hilang', 'walaupun', 'luar', 'terorganosasi', 'baik', 'bersih', 'paling', 'penting', 'harga', 'nya', 'mahal']"
"restoran ini banyak dibilang sebagai restoran yang menyediakan mi dengan varian terbanyak . kita dapat memilih mi dari mulai mi ayam , mi yamin , mi saus jepang sampai pho mi vietnam dengan berbagai variasi nya , kita juga bebas memilih tambahan beserta topping nya . bakmi ini mudah dijangkau dari jalan raya . datanglah sewaktu hujan , resto ini merupakan tempat pas untuk mencari kehangatan .",positive,2,restoran banyak dibilang restoran menyediakan mi varian terbanyak memilih mi mulai mi ayam mi yamin mi saus jepang pho mi vietnam berbagai variasi nya bebas memilih tambahan beserta topping nya bakmi mudah dijangkau jalan raya datanglah sewaktu hujan resto merupakan tempat pas mencari kehangatan,"['restoran', 'banyak', 'dibilang', 'restoran', 'menyediakan', 'mi', 'varian', 'terbanyak', 'memilih', 'mi', 'mulai', 'mi', 'ayam', 'mi', 'yamin', 'mi', 'saus', 'jepang', 'pho', 'mi', 'vietnam', 'berbagai', 'variasi', 'nya', 'bebas', 'memilih', 'tambahan', 'beserta', 'topping', 'nya', 'bakmi', 'mudah', 'dijangkau', 'jalan', 'raya', 'datanglah', 'sewaktu', 'hujan', 'resto', 'merupakan', 'tempat', 'pas', 'mencari', 'kehangatan']","['restoran', 'banyak', 'bilang', 'restoran', 'sedia', 'mi', 'varian', 'banyak', 'pilih', 'mi', 'mulai', 'mi', 'ayam', 'mi', 'yamin', 'mi', 'saus', 'jepang', 'pho', 'mi', 'vietnam', 'bagai', 'variasi', 'nya', 'bebas', 'pilih', 'tambah', 'serta', 'topping', 'nya', 'bakmi', 'mudah', 'jangkau', 'jalan', 'raya', 'datang', 'waktu', 'hujan', 'resto', 'rupa', 'tempat', 'pas', 'cari', 'hangat']"
jokowi tidak pernah gagal dan selalu berhasil menjalin komunikasi langsung dengan suku anak dalam .,positive,2,jokowi pernah gagal selalu berhasil menjalin komunikasi langsung suku anak,"['jokowi', 'pernah', 'gagal', 'selalu', 'berhasil', 'menjalin', 'komunikasi', 'langsung', 'suku', 'anak']","['jokowi', 'pernah', 'gagal', 'selalu', 'hasil', 'jalin', 'komunikasi', 'langsung', 'suku', 'anak']"
"cinta pada pandangan pertama . perasaan itu langsung melanda saat memasuki area restoran , pemandangan hijau dari ketinggian langsung tersaji , hawa segar dan sejuk bandung yang mulai susah didapatkan di pusat kota langsung tersedia dengan berlimpah . pelayanan ramah dan jelas berkelas kita dapatkan di sini . menu yang tersedia cukup bervariasi , dan tarif nya pun sepadan dengan rasa dan suasana .",positive,2,cinta pandangan pertama perasaan langsung melanda memasuki area restoran pemandangan hijau ketinggian langsung tersaji hawa segar sejuk bandung mulai susah didapatkan pusat kota langsung tersedia berlimpah pelayanan ramah jelas berkelas dapatkan sini menu tersedia cukup bervariasi tarif nya sepadan rasa suasana,"['cinta', 'pandangan', 'pertama', 'perasaan', 'langsung', 'melanda', 'memasuki', 'area', 'restoran', 'pemandangan', 'hijau', 'ketinggian', 'langsung', 'tersaji', 'hawa', 'segar', 'sejuk', 'bandung', 'mulai', 'susah', 'didapatkan', 'pusat', 'kota', 'langsung', 'tersedia', 'berlimpah', 'pelayanan', 'ramah', 'jelas', 'berkelas', 'dapatkan', 'sini', 'menu', 'tersedia', 'cukup', 'bervariasi', 'tarif', 'nya', 'sepadan', 'rasa', 'suasana']","['cinta', 'pandang', 'pertama', 'asa', 'langsung', 'landa', 'pasuk', 'area', 'restoran', 'pandang', 'hijau', 'tinggi', 'langsung', 'saji', 'hawa', 'segar', 'sejuk', 'bandung', 'mulai', 'susah', 'dapat', 'pusat', 'kota', 'langsung', 'sedia', 'limpah', 'layan', 'ramah', 'jelas', 'kelas', 'dapat', 'sini', 'menu', 'sedia', 'cukup', 'variasi', 'tarif', 'nya', 'padan', 'rasa', 'suasana']"
"tempat nya memang kecil hanya terdiri dari 5 meja , namun suasana nya oke . konsep nya sederhana karena menyajikan gaya makan barbeque korea yang sangat simpel . menu nya juga tidak banyak , hanya samgyeobsal dan bulgogi . tapi harga nya cukup terjangkau dan masuk akal untuk makan bersama keluarga atau teman-teman . karena suasana nya yang unik , restoran ini selalu ramai dan pengunjung . makanan nya enak .",positive,2,tempat nya memang kecil terdiri 5 meja suasana nya oke konsep nya sederhana menyajikan gaya makan barbeque korea sangat simpel menu nya banyak samgyeobsal bulgogi harga nya cukup terjangkau masuk akal makan bersama keluarga teman teman suasana nya unik restoran selalu ramai pengunjung makanan nya enak,"['tempat', 'nya', 'memang', 'kecil', 'terdiri', '5', 'meja', 'suasana', 'nya', 'oke', 'konsep', 'nya', 'sederhana', 'menyajikan', 'gaya', 'makan', 'barbeque', 'korea', 'sangat', 'simpel', 'menu', 'nya', 'banyak', 'samgyeobsal', 'bulgogi', 'harga', 'nya', 'cukup', 'terjangkau', 'masuk', 'akal', 'makan', 'bersama', 'keluarga', 'teman', 'teman', 'suasana', 'nya', 'unik', 'restoran', 'selalu', 'ramai', 'pengunjung', 'makanan', 'nya', 'enak']","['tempat', 'nya', 'memang', 'kecil', 'diri', '5', 'meja', 'suasana', 'nya', 'oke', 'konsep', 'nya', 'sederhana', 'saji', 'gaya', 'makan', 'barbeque', 'korea', 'sangat', 'simpel', 'menu', 'nya', 'banyak', 'samgyeobsal', 'bulgogi', 'harga', 'nya', 'cukup', 'jangkau', 'masuk', 'akal', 'makan', 'sama', 'keluarga', 'teman', 'teman', 'suasana', 'nya', 'unik', 'restoran', 'selalu', 'ramai', 'unjung', 'makan', 'nya', 'enak']"
saya beberapa kali makan di sini . tempat nya enak buat santai sama teman atau keluarga . harga makanan nya juga bersahabat : saya suka rawon nya . tengkleng solo wueenak . nasi gudeg maupun nasi liwet solo nya juga enak .,positive,2,beberapa kali makan sini tempat nya enak buat santai sama teman keluarga harga makanan nya bersahabat suka rawon nya tengkleng solo wueenak nasi gudeg maupun nasi liwet solo nya enak,"['beberapa', 'kali', 'makan', 'sini', 'tempat', 'nya', 'enak', 'buat', 'santai', 'sama', 'teman', 'keluarga', 'harga', 'makanan', 'nya', 'bersahabat', 'suka', 'rawon', 'nya', 'tengkleng', 'solo', 'wueenak', 'nasi', 'gudeg', 'maupun', 'nasi', 'liwet', 'solo', 'nya', 'enak']","['beberapa', 'kali', 'makan', 'sini', 'tempat', 'nya', 'enak', 'buat', 'santai', 'sama', 'teman', 'keluarga', 'harga', 'makan', 'nya', 'sahabat', 'suka', 'rawon', 'nya', 'tengkleng', 'solo', 'wueenak', 'nasi', 'gudeg', 'maupun', 'nasi', 'liwet', 'solo', 'nya', 'enak']"
"merespon pernyataan syarat koalisi pada pilgub jabar yang diajukan oleh sdm mulyadi , ketua dpd gerindra jawa barat kepada kami , partai demokrat , yang berita nya telah tersebar dibeberapa media , berikut kami sampaikan hal-hal sebagai berikut",neutral,1,merespon pernyataan syarat koalisi pilgub jabar diajukan sdm mulyadi ketua dpd gerindra jawa barat partai demokrat berita nya tersebar dibeberapa media berikut sampaikan berikut,"['merespon', 'pernyataan', 'syarat', 'koalisi', 'pilgub', 'jabar', 'diajukan', 'sdm', 'mulyadi', 'ketua', 'dpd', 'gerindra', 'jawa', 'barat', 'partai', 'demokrat', 'berita', 'nya', 'tersebar', 'dibeberapa', 'media', 'berikut', 'sampaikan', 'berikut']","['merespon', 'nyata', 'syarat', 'koalisi', 'pilgub', 'jabar', 'aju', 'sdm', 'mulyadi', 'ketua', 'dpd', 'gerindra', 'jawa', 'barat', 'partai', 'demokrat', 'berita', 'nya', 'sebar', 'beberapa', 'media', 'ikut', 'sampai', 'ikut']"
tempat nya asri . enak buat ngobrol sama teman atau keluarga . beragam nasi khas indonesia nya enak dan menarik penataan nya . lontong laksa nya juga enak . risoles dan bitterbalen di sini saya suka banget .,positive,2,tempat nya asri enak buat ngobrol sama teman keluarga beragam nasi khas indonesia nya enak menarik penataan nya lontong laksa nya enak risoles bitterbalen sini suka banget,"['tempat', 'nya', 'asri', 'enak', 'buat', 'ngobrol', 'sama', 'teman', 'keluarga', 'beragam', 'nasi', 'khas', 'indonesia', 'nya', 'enak', 'menarik', 'penataan', 'nya', 'lontong', 'laksa', 'nya', 'enak', 'risoles', 'bitterbalen', 'sini', 'suka', 'banget']","['tempat', 'nya', 'asri', 'enak', 'buat', 'ngobrol', 'sama', 'teman', 'keluarga', 'agam', 'nasi', 'khas', 'indonesia', 'nya', 'enak', 'tarik', 'tata', 'nya', 'lontong', 'laksa', 'nya', 'enak', 'risoles', 'bitterbalen', 'sini', 'suka', 'banget']"
"bakmi bakso nya enak banget , bikin kenyang banget , untuk parkiran luas dan cukup ramai juga , harga nya tidak mahal",positive,2,bakmi bakso nya enak banget bikin kenyang banget parkiran luas cukup ramai harga nya mahal,"['bakmi', 'bakso', 'nya', 'enak', 'banget', 'bikin', 'kenyang', 'banget', 'parkiran', 'luas', 'cukup', 'ramai', 'harga', 'nya', 'mahal']","['bakmi', 'bakso', 'nya', 'enak', 'banget', 'bikin', 'kenyang', 'banget', 'parkir', 'luas', 'cukup', 'ramai', 'harga', 'nya', 'mahal']"
100 tahun ketak hoay : dari penjaja tekstil sampai ke pendekar pena .,neutral,1,100 tahun ketak hoay penjaja tekstil pendekar pena,"['100', 'tahun', 'ketak', 'hoay', 'penjaja', 'tekstil', 'pendekar', 'pena']","['100', 'tahun', 'ketak', 'hoay', 'jaja', 'tekstil', 'pendekar', 'pena']"
barang nya mantap dan berkualitas,positive,2,barang nya mantap berkualitas,"['barang', 'nya', 'mantap', 'berkualitas']","['barang', 'nya', 'mantap', 'kualitas']"
"tempat keren banget dengan pemandangan yang sangat keren . kalian bisa melihat banyak lampu dari kota bandung . rekomendasi sekali deh buat yang mau makan malam romantis . pelayan nya sangat ramah dengan pelayanan yang sangat memuaskan . he treat me like a kini dan a queen , dan he adalah mr . agus s . jaya , he adalah the man !",positive,2,tempat keren banget pemandangan sangat keren kalian melihat banyak lampu kota bandung rekomendasi sekali deh buat mau makan malam romantis pelayan nya sangat ramah pelayanan sangat memuaskan he treat me like a kini a queen he mr agus s jaya he the man,"['tempat', 'keren', 'banget', 'pemandangan', 'sangat', 'keren', 'kalian', 'melihat', 'banyak', 'lampu', 'kota', 'bandung', 'rekomendasi', 'sekali', 'deh', 'buat', 'mau', 'makan', 'malam', 'romantis', 'pelayan', 'nya', 'sangat', 'ramah', 'pelayanan', 'sangat', 'memuaskan', 'he', 'treat', 'me', 'like', 'a', 'kini', 'a', 'queen', 'he', 'mr', 'agus', 's', 'jaya', 'he', 'the', 'man']","['tempat', 'keren', 'banget', 'pandang', 'sangat', 'keren', 'kalian', 'lihat', 'banyak', 'lampu', 'kota', 'bandung', 'rekomendasi', 'sekali', 'deh', 'buat', 'mau', 'makan', 'malam', 'romantis', 'layan', 'nya', 'sangat', 'ramah', 'layan', 'sangat', 'muas', 'he', 'treat', 'me', 'like', 'a', 'kini', 'a', 'queen', 'he', 'mr', 'agus', 's', 'jaya', 'he', 'the', 'man']"
"tempat nya agak sulit dijangkau karena harus memasuki daerah ruko . sejauh ini , tempat ini rekomendasi banget buat kopi time , interior ruangan nya oke , cappuccino nya pas dan nasi goreng kampung nya badai . seru !",positive,2,tempat nya sulit dijangkau memasuki daerah ruko sejauh tempat rekomendasi banget buat kopi time interior ruangan nya oke cappuccino nya pas nasi goreng kampung nya badai seru,"['tempat', 'nya', 'sulit', 'dijangkau', 'memasuki', 'daerah', 'ruko', 'sejauh', 'tempat', 'rekomendasi', 'banget', 'buat', 'kopi', 'time', 'interior', 'ruangan', 'nya', 'oke', 'cappuccino', 'nya', 'pas', 'nasi', 'goreng', 'kampung', 'nya', 'badai', 'seru']","['tempat', 'nya', 'sulit', 'jangkau', 'pasuk', 'daerah', 'ruko', 'jauh', 'tempat', 'rekomendasi', 'banget', 'buat', 'kopi', 'time', 'interior', 'ruang', 'nya', 'oke', 'cappuccino', 'nya', 'pas', 'nasi', 'goreng', 'kampung', 'nya', 'badai', 'seru']"
sby : grasi kepada antasari azhar bermotif politik untuk diskreditkan saya,neutral,1,sby grasi antasari azhar bermotif politik diskreditkan,"['sby', 'grasi', 'antasari', 'azhar', 'bermotif', 'politik', 'diskreditkan']","['sby', 'grasi', 'antasari', 'azhar', 'motif', 'politik', 'diskredit']"
"batagor atau kepanjangan nya bakso tahu goreng serta cuankie yaitu bakso dengan ditambahkan siomay dan tahu dengan kuah panas serat bumbu penyedap yang khas membuat kedua makanan ini paling dicari jika anda berkunjung ke indonesia tentunya , banyak sekali pedagang kaki lima bahkan restoran mewah pun mampu menyajikan makanan ini dengan rasa yang lezat dan enak .",positive,2,batagor kepanjangan nya bakso tahu goreng cuankie bakso ditambahkan siomay tahu kuah panas serat bumbu penyedap khas membuat kedua makanan paling dicari berkunjung indonesia tentunya banyak sekali pedagang kaki lima bahkan restoran mewah mampu menyajikan makanan rasa lezat enak,"['batagor', 'kepanjangan', 'nya', 'bakso', 'tahu', 'goreng', 'cuankie', 'bakso', 'ditambahkan', 'siomay', 'tahu', 'kuah', 'panas', 'serat', 'bumbu', 'penyedap', 'khas', 'membuat', 'kedua', 'makanan', 'paling', 'dicari', 'berkunjung', 'indonesia', 'tentunya', 'banyak', 'sekali', 'pedagang', 'kaki', 'lima', 'bahkan', 'restoran', 'mewah', 'mampu', 'menyajikan', 'makanan', 'rasa', 'lezat', 'enak']","['batagor', 'panjang', 'nya', 'bakso', 'tahu', 'goreng', 'cuankie', 'bakso', 'tambah', 'siomay', 'tahu', 'kuah', 'panas', 'serat', 'bumbu', 'sedap', 'khas', 'buat', 'dua', 'makan', 'paling', 'cari', 'kunjung', 'indonesia', 'tentu', 'banyak', 'sekali', 'dagang', 'kaki', 'lima', 'bahkan', 'restoran', 'mewah', 'mampu', 'saji', 'makan', 'rasa', 'lezat', 'enak']"
demokrat : soal kontrak politik dengan demiz semua sudah tahu kok,neutral,1,demokrat soal kontrak politik demiz semua tahu kok,"['demokrat', 'soal', 'kontrak', 'politik', 'demiz', 'semua', 'tahu', 'kok']","['demokrat', 'soal', 'kontrak', 'politik', 'demiz', 'semua', 'tahu', 'kok']"
tidak mau tahu . balik in pulsa saya . ini nama nya perampokan . paket nelp kalian juga perampokan . baru ini saya komplain .,negative,0,mau tahu balik in pulsa nama nya perampokan paket nelp kalian perampokan baru komplain,"['mau', 'tahu', 'balik', 'in', 'pulsa', 'nama', 'nya', 'perampokan', 'paket', 'nelp', 'kalian', 'perampokan', 'baru', 'komplain']","['mau', 'tahu', 'balik', 'in', 'pulsa', 'nama', 'nya', 'ampo', 'paket', 'nelp', 'kalian', 'ampo', 'baru', 'komplain']"
"tempat nya strategis di jalan dago makanan nya sama seperti kfc lainnya ayam goreng nya crispy , gurih dan enak",positive,2,tempat nya strategis jalan dago makanan nya sama kfc lainnya ayam goreng nya crispy gurih enak,"['tempat', 'nya', 'strategis', 'jalan', 'dago', 'makanan', 'nya', 'sama', 'kfc', 'lainnya', 'ayam', 'goreng', 'nya', 'crispy', 'gurih', 'enak']","['tempat', 'nya', 'strategis', 'jalan', 'dago', 'makan', 'nya', 'sama', 'kfc', 'lain', 'ayam', 'goreng', 'nya', 'crispy', 'gurih', 'enak']"
"warung salse ini berada di jalan dago giri , awal nya agak sulit untuk menemukan tempat nya , karena dari depan terlihat kecil . namun ternyata luas ke belakang nya . menu nya masakan tradisional . sayang saat saya berkunjung makanan yang saya inginkan sedang tidak ada . untuk harga standar nya resto .",positive,2,warung salse berada jalan dago giri awal nya sulit menemukan tempat nya depan terlihat kecil ternyata luas belakang nya menu nya masakan tradisional sayang berkunjung makanan inginkan sedang harga standar nya resto,"['warung', 'salse', 'berada', 'jalan', 'dago', 'giri', 'awal', 'nya', 'sulit', 'menemukan', 'tempat', 'nya', 'depan', 'terlihat', 'kecil', 'ternyata', 'luas', 'belakang', 'nya', 'menu', 'nya', 'masakan', 'tradisional', 'sayang', 'berkunjung', 'makanan', 'inginkan', 'sedang', 'harga', 'standar', 'nya', 'resto']","['warung', 'salse', 'ada', 'jalan', 'dago', 'giri', 'awal', 'nya', 'sulit', 'temu', 'tempat', 'nya', 'depan', 'lihat', 'kecil', 'nyata', 'luas', 'belakang', 'nya', 'menu', 'nya', 'masakan', 'tradisional', 'sayang', 'kunjung', 'makan', 'ingin', 'sedang', 'harga', 'standar', 'nya', 'resto']"
"enak banget mie yang satu ini , mi rica nya bisa pilih level an nya pedas banget atau enga , menurut saya sih yang tidak terlalu doyan pedas , yang tidak pedas pun pedas banget __laugh__ , tapi buat yang doyan pedas ya biasa saja kali ya mie ini non halal ya , tempat nya kecil jadi sabar antre saja apalagi kalau weekend",positive,2,enak banget mie satu mi rica nya pilih level an nya pedas banget enga sih terlalu doyan pedas pedas pedas banget laugh buat doyan pedas biasa kali mie non halal tempat nya kecil jadi sabar antre kalau weekend,"['enak', 'banget', 'mie', 'satu', 'mi', 'rica', 'nya', 'pilih', 'level', 'an', 'nya', 'pedas', 'banget', 'enga', 'sih', 'terlalu', 'doyan', 'pedas', 'pedas', 'pedas', 'banget', 'laugh', 'buat', 'doyan', 'pedas', 'biasa', 'kali', 'mie', 'non', 'halal', 'tempat', 'nya', 'kecil', 'jadi', 'sabar', 'antre', 'kalau', 'weekend']","['enak', 'banget', 'mie', 'satu', 'mi', 'rica', 'nya', 'pilih', 'level', 'an', 'nya', 'pedas', 'banget', 'enga', 'sih', 'terlalu', 'doyan', 'pedas', 'pedas', 'pedas', 'banget', 'laugh', 'buat', 'doyan', 'pedas', 'biasa', 'kali', 'mie', 'non', 'halal', 'tempat', 'nya', 'kecil', 'jadi', 'sabar', 'antre', 'kalau', 'weekend']"
"interior nya menarik , di bagian dalam terdapat kaca besar di mana kita bisa melihat langsung ke taman . makanan nya biasa , servis nya lama dan parkir nya susah .",negative,0,interior nya menarik bagian terdapat kaca besar mana melihat langsung taman makanan nya biasa servis nya lama parkir nya susah,"['interior', 'nya', 'menarik', 'bagian', 'terdapat', 'kaca', 'besar', 'mana', 'melihat', 'langsung', 'taman', 'makanan', 'nya', 'biasa', 'servis', 'nya', 'lama', 'parkir', 'nya', 'susah']","['interior', 'nya', 'tarik', 'bagi', 'dapat', 'kaca', 'besar', 'mana', 'lihat', 'langsung', 'taman', 'makan', 'nya', 'biasa', 'servis', 'nya', 'lama', 'parkir', 'nya', 'susah']"
pan yakin bahwa hasil pilkada akan berpengaruh ke pilpres .,neutral,1,pan yakin hasil pilkada berpengaruh pilpres,"['pan', 'yakin', 'hasil', 'pilkada', 'berpengaruh', 'pilpres']","['pan', 'yakin', 'hasil', 'pilkada', 'pengaruh', 'pilpres']"
"kafe resto yang terletak di dago giri ini memiliki konsep unik di dipadu padankan dengan gallery lukisan dan art sculpture lainnya . juga terdapat mini distro . untuk mengikuti tren buat kalangan muda , juga dibuat spot untuk berfoto ria dengan latar belakang pemandangan bandung dan gunung sekitar nya .",positive,2,kafe resto terletak dago giri memiliki konsep unik dipadu padankan gallery lukisan art sculpture lainnya terdapat mini distro mengikuti tren buat kalangan muda dibuat spot berfoto ria latar belakang pemandangan bandung gunung nya,"['kafe', 'resto', 'terletak', 'dago', 'giri', 'memiliki', 'konsep', 'unik', 'dipadu', 'padankan', 'gallery', 'lukisan', 'art', 'sculpture', 'lainnya', 'terdapat', 'mini', 'distro', 'mengikuti', 'tren', 'buat', 'kalangan', 'muda', 'dibuat', 'spot', 'berfoto', 'ria', 'latar', 'belakang', 'pemandangan', 'bandung', 'gunung', 'nya']","['kafe', 'resto', 'letak', 'dago', 'giri', 'milik', 'konsep', 'unik', 'padu', 'padan', 'gallery', 'lukis', 'art', 'sculpture', 'lain', 'dapat', 'mini', 'distro', 'ikut', 'tren', 'buat', 'kalang', 'muda', 'buat', 'spot', 'foto', 'ria', 'latar', 'belakang', 'pandang', 'bandung', 'gunung', 'nya']"
acer cepat rusak banget sih,negative,0,acer cepat rusak banget sih,"['acer', 'cepat', 'rusak', 'banget', 'sih']","['acer', 'cepat', 'rusak', 'banget', 'sih']"
"nasi goreng cukup enak , tetapi ada baiknya tidak terlalu basah berminyak . tenderloin , welldone tetapi saat dicocok garpu , masih ada rembesan darah . suasana cukup nyaman , toilet perlu perhatian kebersihan , tisue berserak dsb. parkir saat penuh , kurang pas penawaran balet nya , kalau pada akh ada overcharge dari tarif seharusnya .",negative,0,nasi goreng cukup enak baiknya terlalu basah berminyak tenderloin welldone dicocok garpu rembesan darah suasana cukup nyaman toilet perlu perhatian kebersihan tisue berserak parkir penuh kurang pas penawaran balet nya kalau akh overcharge tarif,"['nasi', 'goreng', 'cukup', 'enak', 'baiknya', 'terlalu', 'basah', 'berminyak', 'tenderloin', 'welldone', 'dicocok', 'garpu', 'rembesan', 'darah', 'suasana', 'cukup', 'nyaman', 'toilet', 'perlu', 'perhatian', 'kebersihan', 'tisue', 'berserak', 'parkir', 'penuh', 'kurang', 'pas', 'penawaran', 'balet', 'nya', 'kalau', 'akh', 'overcharge', 'tarif']","['nasi', 'goreng', 'cukup', 'enak', 'baik', 'terlalu', 'basah', 'minyak', 'tenderloin', 'welldone', 'cocok', 'garpu', 'rembes', 'darah', 'suasana', 'cukup', 'nyaman', 'toilet', 'perlu', 'perhati', 'bersih', 'tisue', 'serak', 'parkir', 'penuh', 'kurang', 'pas', 'tawar', 'balet', 'nya', 'kalau', 'akh', 'overcharge', 'tarif']"
"untuk untuk daerah banda aceh dan sekitar nya masih lancar jaya , tidak ada gangguan sama sekali .",neutral,1,daerah banda aceh nya lancar jaya gangguan sama sekali,"['daerah', 'banda', 'aceh', 'nya', 'lancar', 'jaya', 'gangguan', 'sama', 'sekali']","['daerah', 'banda', 'aceh', 'nya', 'lancar', 'jaya', 'ganggu', 'sama', 'sekali']"
"saya sudah reservasi atas nama kemal sebelumnya . saya pun bawa slip konfirmasi pembayaran ketika datang , tetapi pelayan terkesan bingung atas reservasi saya dan saya menunggu konfirmasi mereka ke sales . akhirnya saya dapat tempat di area meja luar tetapi atas nama rezha . meja nya banyak semut yang lumayan menganggu , sup nya agak asam . pelayanan dari pelayan sudah sangat baik .",positive,2,reservasi atas nama kemal sebelumnya bawa slip konfirmasi pembayaran datang pelayan terkesan bingung atas reservasi menunggu konfirmasi sales akhirnya tempat area meja luar atas nama rezha meja nya banyak semut lumayan menganggu sup nya asam pelayanan pelayan sangat baik,"['reservasi', 'atas', 'nama', 'kemal', 'sebelumnya', 'bawa', 'slip', 'konfirmasi', 'pembayaran', 'datang', 'pelayan', 'terkesan', 'bingung', 'atas', 'reservasi', 'menunggu', 'konfirmasi', 'sales', 'akhirnya', 'tempat', 'area', 'meja', 'luar', 'atas', 'nama', 'rezha', 'meja', 'nya', 'banyak', 'semut', 'lumayan', 'menganggu', 'sup', 'nya', 'asam', 'pelayanan', 'pelayan', 'sangat', 'baik']","['reservasi', 'atas', 'nama', 'kemal', 'belum', 'bawa', 'slip', 'konfirmasi', 'bayar', 'datang', 'layan', 'kes', 'bingung', 'atas', 'reservasi', 'tunggu', 'konfirmasi', 'sales', 'akhir', 'tempat', 'area', 'meja', 'luar', 'atas', 'nama', 'rezha', 'meja', 'nya', 'banyak', 'semut', 'lumayan', 'menganggu', 'sup', 'nya', 'asam', 'layan', 'layan', 'sangat', 'baik']"
"kenakan jas demokrat , cakka diperkenalkan sebagai kader",neutral,1,kenakan jas demokrat cakka diperkenalkan kader,"['kenakan', 'jas', 'demokrat', 'cakka', 'diperkenalkan', 'kader']","['kena', 'jas', 'demokrat', 'cakka', 'kenal', 'kader']"
